lr,batch_size,optimizer,optimizer__weight_decay,module__hidden_layers,module__dropout,module__use_batchnorm,valid_loss,test_rmse,status,error
0.001,128,<class 'torch.optim.adam.Adam'>,0.0,"[256, 128, 64]",0.0,True,0.16099955950315903,0.5956047457129809,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 64, 32]",0.0,True,0.17326766728741336,0.6529323413999242,success,
0.0001,128,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 128, 64, 32]",0.2,False,0.41246171024678385,0.6519766272005358,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,0.0001,"[128, 64, 32]",0.0,False,0.35658071905897937,0.6646236119637704,success,
0.0005,512,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 256, 128, 64, 32]",0.3,False,0.27401477363918064,0.6485363811128992,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 64, 32]",0.2,False,0.3517494278971429,0.6629570979921663,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,1e-05,"[128, 64, 32]",0.2,True,0.2348395815794813,0.5960581988055988,success,
0.001,128,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64]",0.3,True,0.19296373420259386,0.6064459721775676,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0,"[256, 256, 128, 64, 32]",0.2,True,0.2857658712647628,0.5922661407371822,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64, 32]",0.4,True,0.5127326818706893,0.6236971956039088,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,0.0001,"[128, 128, 64, 32]",0.3,True,0.406801249758383,0.5985352517099504,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,0.0,"[256, 256, 128, 64, 32]",0.4,False,0.23543279434087702,0.6290271245215564,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,0.0001,"[128, 128, 64, 32]",0.2,True,0.3161158279356056,0.6084990409260705,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64, 32]",0.2,True,0.20888673609598496,0.5573121386916919,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64]",0.3,False,0.40414760789155535,0.6975858370149352,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,0.0,"[128, 128, 64, 64, 32]",0.4,True,1.4096917979817127,0.9731247736346662,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[64, 32, 32]",0.0,True,0.20874667019861273,0.6661322924185296,success,
0.0001,512,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 256, 128, 64, 32]",0.4,True,1.090367699219034,0.8231675541281205,success,
0.0001,128,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 64, 32]",0.3,True,0.9896561610036949,0.7774220821806894,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 128, 64, 64, 32]",0.0,True,0.19127602797136678,0.6285601733410192,success,
0.001,512,<class 'torch.optim.adamw.AdamW'>,1e-05,"[64, 32, 32]",0.0,False,0.43350437380419765,0.6803179727460158,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64, 32]",0.4,False,0.3408341054788637,0.6405673885122742,success,
0.0005,512,<class 'torch.optim.adamw.AdamW'>,0.0,"[64, 32, 32]",0.4,True,0.4858860426368086,0.611518213274615,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64]",0.0,False,0.21173591063397199,0.602588888291818,success,
0.001,512,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 128, 64]",0.2,True,0.24597718519734288,0.6128891297786124,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,0.0,"[64, 32, 32]",0.4,True,0.43728389821247093,0.5930822971526388,success,
0.001,512,<class 'torch.optim.adam.Adam'>,0.0,"[256, 256, 128, 64, 32]",0.0,False,0.22216613431872703,0.6044440275344928,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 64, 32]",0.2,False,0.2452856285550833,0.6213372887955445,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 128, 64]",0.2,True,0.2155836867145597,0.5960079881246293,success,
0.0005,512,<class 'torch.optim.adam.Adam'>,1e-05,"[64, 32, 32]",0.4,False,0.428950384133074,0.6707172126599275,success,
0.0001,128,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 256, 128, 64, 32]",0.2,True,0.2857658712647628,0.5922661407371822,success,
0.0005,512,<class 'torch.optim.adamw.AdamW'>,0.0001,"[64, 32, 32]",0.2,True,0.40347834916874975,0.6324550639392837,success,
0.001,128,<class 'torch.optim.radam.RAdam'>,0.0001,"[128, 64, 32]",0.4,False,0.2812046971887877,0.6320280923561133,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 64, 32]",0.2,True,0.44018398885209253,0.6195135240883436,success,
0.0001,512,<class 'torch.optim.adam.Adam'>,0.0001,"[128, 128, 64, 64, 32]",0.0,True,0.19335582367079876,0.645105521202562,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 128, 64, 32]",0.0,True,0.16841931287809883,0.6194241665820975,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,0.0001,"[128, 128, 64, 32]",0.2,False,0.22657757118756522,0.6045287199238091,success,
0.0001,512,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 32]",0.4,False,0.6436380372565578,0.6407054330257177,success,
0.0005,128,<class 'torch.optim.radam.RAdam'>,0.0001,"[256, 128, 64, 32]",0.0,False,0.20686613705716353,0.6150417009675903,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64]",0.2,False,0.26131597596134587,0.638257611342431,success,
0.0001,512,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 32]",0.4,True,0.8869074452596479,0.7555561312436095,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 64, 32]",0.3,False,0.3892367104534697,0.6502373438496701,success,
0.0001,512,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64, 32]",0.4,False,0.6971518149698482,0.6498195340105877,success,
0.001,512,<class 'torch.optim.adamw.AdamW'>,0.0,"[256, 128, 64, 32]",0.4,False,0.2850728675393092,0.615830772814518,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 64, 32]",0.0,True,0.18738581703055882,0.6526178833419557,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 32]",0.4,True,0.7537560939777721,0.6951835944949278,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 64, 32]",0.4,False,0.9210889331039115,0.7758769886902968,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 256, 128, 64, 32]",0.3,True,0.4976206680618323,0.6384993512583529,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 32]",0.2,True,0.42437085372664807,0.6527570806723588,success,
0.001,128,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 256, 128, 64, 32]",0.2,False,0.1869864273416206,0.6146488807990945,success,
0.0005,512,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 256, 128, 64, 32]",0.3,False,0.22422939865686764,0.6305304702543176,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 32]",0.4,True,0.3040076322410346,0.5904705564136534,success,
0.0005,512,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 64, 32]",0.4,True,0.4350147590555614,0.6254660929149979,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 32]",0.0,True,0.17692441976720824,0.6260243027296162,success,
0.0001,512,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 256, 128, 64, 32]",0.2,False,0.4270882312479276,0.6808454851588567,success,
0.001,256,<class 'torch.optim.adam.Adam'>,0.0,"[128, 64, 32]",0.4,True,0.23469936837858732,0.5790765313314026,success,
0.0001,512,<class 'torch.optim.radam.RAdam'>,0.0,"[256, 128, 64, 32]",0.0,False,0.43471586130431966,0.7095185038456834,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,0.0001,"[128, 128, 64, 64, 32]",0.0,False,0.24444265601647525,0.6327232205503901,success,
0.0001,512,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 128, 64, 32]",0.4,True,0.909779471600171,0.7646804180329141,success,
