lr,batch_size,optimizer,optimizer__weight_decay,module__hidden_layers,module__dropout,module__use_batchnorm,valid_loss,test_rmse,status,error
0.001,128,<class 'torch.optim.adam.Adam'>,0.0,"[64, 32, 32]",0.0,False,0.2355562055065838,0.5784783502172978,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 64, 32]",0.3,True,0.5499381971850174,0.6606551749983477,success,
0.0005,512,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 32]",0.2,False,0.2633403322014101,0.5965772442519895,success,
0.0001,256,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 256, 128, 64, 32]",0.4,False,0.4563657704010186,0.7055121266176548,success,
0.001,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64, 32]",0.0,True,0.15829509477847303,0.6252400089764198,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 64, 32]",0.4,False,0.2576256638366108,0.6792064826087133,success,
0.0005,128,<class 'torch.optim.radam.RAdam'>,0.0,"[256, 128, 64]",0.3,False,0.19485121174902065,0.6006492603789622,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 64, 32]",0.2,True,0.27102888458357377,0.5897177235585012,success,
0.001,128,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 64, 32]",0.4,False,0.22938246001490822,0.5995096465637891,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[64, 32, 32]",0.4,True,0.5414407391602681,0.6850367711596528,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,0.0,"[128, 64, 32]",0.3,False,0.2229646841841924,0.5879124458754196,success,
0.0005,128,<class 'torch.optim.radam.RAdam'>,0.0001,"[64, 32, 32]",0.4,True,0.38929034396805307,0.6327653594576316,success,
0.001,128,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 32]",0.4,False,0.23125044077525697,0.6069716613664158,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,1e-05,"[128, 128, 64, 32]",0.0,False,0.2336129175518883,0.6073478677620893,success,
0.0005,128,<class 'torch.optim.radam.RAdam'>,0.0001,"[64, 32, 32]",0.0,True,0.1977747624249142,0.5982296456684777,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 64, 32]",0.4,False,0.2857859096523861,0.6089471316779461,success,
0.0001,128,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 256, 128, 64, 32]",0.0,True,0.16078756693324087,0.6152391763353395,success,
0.001,128,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 128, 64, 32]",0.2,True,0.17369447948655778,0.5578167099948053,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,1e-05,"[128, 64, 32]",0.4,True,0.2504307696117142,0.5659404133122132,success,
0.0001,512,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 64, 32]",0.2,True,0.36120498242777693,0.6440018558004714,success,
0.001,256,<class 'torch.optim.radam.RAdam'>,0.0,"[256, 128, 64]",0.0,False,0.2073498384946607,0.6085117298027664,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 64, 32]",0.0,True,0.21844122201420052,0.6555853307862303,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,0.0,"[256, 256, 128, 64, 32]",0.3,True,0.5447693484306239,0.6856867358152494,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64]",0.3,False,0.20526448423152335,0.597650237015224,success,
0.0001,128,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 128, 64]",0.2,True,0.28550394783322963,0.5951442285609921,success,
0.001,128,<class 'torch.optim.adam.Adam'>,0.0,"[256, 128, 64]",0.0,True,0.15313227133929688,0.6122460151590595,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 64, 32]",0.0,True,0.17502247587044262,0.6643706674295575,success,
0.0001,128,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 128, 64, 32]",0.2,False,0.2705136452539815,0.6414897464732054,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,0.0001,"[128, 64, 32]",0.0,False,0.2501295892625288,0.6286416323784746,success,
0.0005,512,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 256, 128, 64, 32]",0.3,False,0.2669138393855826,0.6561310182658173,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 64, 32]",0.2,False,0.2335116874532848,0.5842066985159057,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,1e-05,"[128, 64, 32]",0.2,True,0.25087347496397416,0.5847858990612393,success,
0.001,128,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64]",0.3,True,0.18698037139901205,0.5612727150630376,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0,"[256, 256, 128, 64, 32]",0.2,True,0.3810317576312395,0.6030061774019327,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64, 32]",0.4,True,0.3002885749785528,0.588036259575237,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,0.0001,"[128, 128, 64, 32]",0.3,True,0.3406497422411709,0.593031126510103,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,0.0,"[256, 256, 128, 64, 32]",0.4,False,0.2349555425072934,0.653882141456781,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,0.0001,"[128, 128, 64, 32]",0.2,True,0.3015048898701634,0.5817104620879222,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64, 32]",0.2,True,0.193206534872956,0.5669286101654423,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64]",0.3,False,0.2850967953920899,0.6411250012011022,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,0.0,"[128, 128, 64, 64, 32]",0.4,True,0.5992847821532323,0.695523647675923,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[64, 32, 32]",0.0,True,0.21245613547456588,0.6146571107176442,success,
0.0001,512,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 256, 128, 64, 32]",0.4,True,0.8001643336760541,0.8133920154128739,success,
0.0001,128,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 64, 32]",0.3,True,0.5499381971850174,0.6606551749983477,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 128, 64, 64, 32]",0.0,True,0.18712403223666618,0.6588922090413348,success,
0.001,512,<class 'torch.optim.adamw.AdamW'>,1e-05,"[64, 32, 32]",0.0,False,0.2565097527381557,0.5917027625674334,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64, 32]",0.4,False,0.234585238038027,0.6158149492059131,success,
0.0005,512,<class 'torch.optim.adamw.AdamW'>,0.0,"[64, 32, 32]",0.4,True,0.45954162224914813,0.6611857205054563,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64]",0.0,False,0.19110115474493689,0.5696032145236756,success,
0.001,512,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 128, 64]",0.2,True,0.2026927228236072,0.5767686866747911,success,
0.001,256,<class 'torch.optim.adamw.AdamW'>,0.0,"[64, 32, 32]",0.4,True,0.3535384010094098,0.6013307865558036,success,
0.001,512,<class 'torch.optim.adam.Adam'>,0.0,"[256, 256, 128, 64, 32]",0.0,False,0.20978702191687745,0.5989288669031378,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 64, 32]",0.2,False,0.21355305810632744,0.6207184018910413,success,
0.0005,256,<class 'torch.optim.adam.Adam'>,1e-05,"[256, 128, 64]",0.2,True,0.21383024698367434,0.5681398701027328,success,
0.0005,512,<class 'torch.optim.adam.Adam'>,1e-05,"[64, 32, 32]",0.4,False,0.34404479680018846,0.6092983369444865,success,
0.0001,128,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 256, 128, 64, 32]",0.2,True,0.3810317576312395,0.6030061774019327,success,
0.0005,512,<class 'torch.optim.adamw.AdamW'>,0.0001,"[64, 32, 32]",0.2,True,0.3463249447915392,0.6143054587179775,success,
0.001,128,<class 'torch.optim.radam.RAdam'>,0.0001,"[128, 64, 32]",0.4,False,0.23078770037649815,0.5888020066635122,success,
0.0005,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 64, 32]",0.2,True,0.3222021533805553,0.5972351926205567,success,
0.0001,512,<class 'torch.optim.adam.Adam'>,0.0001,"[128, 128, 64, 64, 32]",0.0,True,0.18916865955451242,0.6872163864336545,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 128, 64, 32]",0.0,True,0.1632510456139331,0.5974483554156877,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,0.0001,"[128, 128, 64, 32]",0.2,False,0.2324957723979766,0.6119354322899506,success,
0.0001,512,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 32]",0.4,False,0.45823117431261795,0.678283051111381,success,
0.0005,128,<class 'torch.optim.radam.RAdam'>,0.0001,"[256, 128, 64, 32]",0.0,False,0.2103550687891547,0.5909458139447664,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 128, 64]",0.2,False,0.1903557846686503,0.5982685430861009,success,
0.0001,512,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 32]",0.4,True,0.62598439424995,0.7278089699152569,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 64, 32]",0.3,False,0.26517390616300807,0.611294355172513,success,
0.0001,512,<class 'torch.optim.adamw.AdamW'>,1e-05,"[256, 128, 64, 32]",0.4,False,0.42683644464836545,0.6595099863434314,success,
0.001,512,<class 'torch.optim.adamw.AdamW'>,0.0,"[256, 128, 64, 32]",0.4,False,0.22885448704106182,0.6173539338365672,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 64, 32]",0.0,True,0.18129711487500194,0.6272817226532686,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 128, 64, 32]",0.4,True,0.4652668646294667,0.654057346462942,success,
0.0001,256,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 64, 32]",0.4,False,0.3480229068412797,0.6745963839494415,success,
0.0001,128,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 256, 128, 64, 32]",0.3,True,0.4357306371263865,0.637566684801241,success,
0.0005,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 32]",0.2,True,0.31531599051839,0.5972414227608596,success,
0.001,128,<class 'torch.optim.radam.RAdam'>,1e-05,"[256, 256, 128, 64, 32]",0.2,False,0.17245460111623642,0.5781263805198432,success,
0.0005,512,<class 'torch.optim.adam.Adam'>,0.0001,"[256, 256, 128, 64, 32]",0.3,False,0.2662758079856239,0.664203319759562,success,
0.0005,128,<class 'torch.optim.adam.Adam'>,0.0,"[128, 128, 64, 32]",0.4,True,0.3175201527829744,0.5980626273553747,success,
0.0005,512,<class 'torch.optim.adamw.AdamW'>,1e-05,"[128, 64, 32]",0.4,True,0.28958613974390074,0.6037164194638954,success,
0.001,512,<class 'torch.optim.radam.RAdam'>,0.0,"[128, 128, 64, 32]",0.0,True,0.16343319025086483,0.607080545780085,success,
0.0001,512,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 256, 128, 64, 32]",0.2,False,0.3761106669090818,0.6515294210609774,success,
0.001,256,<class 'torch.optim.adam.Adam'>,0.0,"[128, 64, 32]",0.4,True,0.2400998184603371,0.5477560469263356,success,
0.0001,512,<class 'torch.optim.radam.RAdam'>,0.0,"[256, 128, 64, 32]",0.0,False,0.28165914838410294,0.6599931215304592,success,
0.0005,256,<class 'torch.optim.radam.RAdam'>,0.0001,"[128, 128, 64, 64, 32]",0.0,False,0.23931239447916947,0.6147358839485485,success,
0.0001,512,<class 'torch.optim.radam.RAdam'>,1e-05,"[128, 128, 64, 32]",0.4,True,0.7975218442039752,0.8099968575461994,success,
0.0001,256,<class 'torch.optim.adamw.AdamW'>,0.0001,"[128, 64, 32]",0.2,False,0.2603409380287178,0.5950589036244952,success,
0.001,128,<class 'torch.optim.adamw.AdamW'>,0.0001,"[256, 256, 128, 64, 32]",0.2,False,0.16950952321976911,0.5983557971121389,success,
